ID,Age (in years),Experience (in years),Income (in K/year),Income Categorical,ZIP Code,Family members,Education,Employment,Mortgage,Personal Loan,Securities Account,TD Account,Online,CreditCard,Net Worth (in K$),Investment Portfolio (in K$),Risk Tolerance,Financial Goals,Wealth Management Service Level
222,45,19,83,Medium,95051,2,Graduate,Working Professional,0,No,No,No,Yes,No,747,0,Moderate,Tax Optimization,Premium
223,26,2,104,High,94306,3,Undergraduate,Working Professional,0,No,No,No,No,No,859,0,Conservative,Wealth Growth,Premium
224,55,25,41,Low,95014,3,Professional,Self-Employed,0,No,No,No,Yes,No,636,0,Moderate,Education Funding,Premium
225,52,27,58,Medium,94305,4,Professional,Self-Employed,91,No,No,No,No,No,552,0,Moderate,Retirement,Premium
226,39,13,93,Medium,94720,1,Professional,Self-Employed,0,No,No,No,No,Yes,891,0,Conservative,Estate Planning,Premium
227,24,1,39,Low,94085,2,Graduate,Working Professional,0,No,No,No,No,No,670,0,Conservative,Estate Planning,Premium
228,47,23,148,High,94551,2,Undergraduate,Working Professional,0,No,No,Yes,Yes,Yes,1053,161,Moderate,Wealth Growth,Private
229,47,22,53,Medium,92677,4,Professional,Self-Employed,98,No,Yes,Yes,No,Yes,771,246,Moderate,Retirement,Premium
230,48,24,71,Medium,93117,2,Undergraduate,Working Professional,145,No,No,No,No,Yes,891,0,Moderate,Retirement,Premium
231,47,22,92,Medium,94720,1,Graduate,Working Professional,0,No,No,No,Yes,No,893,0,Moderate,Estate Planning,Premium
232,35,10,61,Medium,94304,4,Professional,Self-Employed,0,No,No,No,Yes,No,770,0,Conservative,Estate Planning,Premium
233,46,19,38,Low,94122,3,Graduate,Working Professional,135,No,No,No,No,No,422,0,Moderate,Estate Planning,Basic
234,62,37,58,Medium,91320,4,Undergraduate,Working Professional,0,No,No,No,Yes,No,719,0,Conservative,Estate Planning,Premium
235,26,1,80,Medium,95616,1,Graduate,Working Professional,150,No,No,No,No,No,727,0,Conservative,Retirement,Premium
236,38,8,71,Medium,94720,,Professional,Self-Employed,0,No,No,No,Yes,No,655,0,Conservative,Retirement,Premium
237,43,18,89,Medium,93407,3,Professional,Self-Employed,0,No,No,No,Yes,Yes,513,0,Moderate,Education Funding,Premium
238,62,38,83,Medium,92521,1,Professional,Self-Employed,0,No,No,No,Yes,No,804,0,Conservative,Tax Optimization,Premium
239,57,32,28,Low,95831,3,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,400,0,Moderate,Education Funding,Basic
240,28,3,52,Medium,94112,4,Graduate,Working Professional,0,No,No,No,No,No,481,0,Conservative,Wealth Growth,Basic
241,51,26,70,Medium,90089,1,Undergraduate,Working Professional,169,No,No,No,No,No,795,0,Moderate,Wealth Growth,Premium
242,48,22,71,Medium,91711,1,Professional,Self-Employed,0,No,No,No,No,Yes,456,0,Moderate,Estate Planning,Basic
243,41,16,75,Medium,94005,1,Professional,Self-Employed,280,No,No,No,No,No,871,0,Moderate,Education Funding,Premium
244,65,39,170,High,90095,3,Professional,Retired,99,Yes,No,Yes,Yes,No,1196,180,Conservative,Estate Planning,Private
245,41,17,78,Medium,94025,4,Undergraduate,Working Professional,78,No,No,No,Yes,No,958,0,Moderate,Estate Planning,Premium
246,35,11,25,Low,92614,2,Graduate,Working Professional,0,No,No,No,No,No,209,0,Conservative,Tax Optimization,Basic
247,38,14,60,Medium,94025,2,Professional,Self-Employed,0,No,No,No,Yes,Yes,429,0,Conservative,Education Funding,Basic
248,53,29,120,High,92626,4,Graduate,Working Professional,111,Yes,Yes,Yes,Yes,No,1021,550,Moderate,Estate Planning,Private
249,55,29,99,Medium,92121,2,Undergraduate,Working Professional,264,No,No,No,Yes,Yes,1035,0,Moderate,Tax Optimization,Private
250,26,1,55,Medium,90089,3,Professional,Self-Employed,113,No,No,No,No,Yes,606,0,Conservative,Estate Planning,Premium
251,30,6,29,Low,94305,3,Graduate,Working Professional,117,No,No,No,No,No,433,0,Conservative,Wealth Growth,Basic
252,54,28,170,High,92182,2,Graduate,Working Professional,325,Yes,No,No,Yes,No,1345,0,Moderate,Tax Optimization,Private
253,65,40,53,Medium,91711,3,Undergraduate,Retired,0,No,No,No,No,Yes,336,0,Conservative,Education Funding,Basic
254,47,21,138,High,94583,1,Undergraduate,Working Professional,0,No,No,No,No,No,1161,0,Moderate,Education Funding,Private
255,65,41,134,High,91942,3,Professional,Retired,121,Yes,No,No,Yes,No,932,0,Conservative,Retirement,Premium
256,66,40,42,Low,92103,2,Professional,Retired,138,No,No,No,No,Yes,466,0,Conservative,Retirement,Basic
257,26,0,99,Medium,92697,4,Professional,Self-Employed,0,No,No,No,No,Yes,636,0,Conservative,Estate Planning,Premium
258,66,41,18,Low,92691,3,Undergraduate,Retired,0,No,No,No,No,Yes,255,0,Conservative,Retirement,Basic
259,35,9,24,Low,95747,4,Undergraduate,Working Professional,0,No,No,No,Yes,No,602,0,Conservative,Education Funding,Premium
260,56,30,55,Medium,94107,1,Undergraduate,Working Professional,77,No,No,No,Yes,No,691,0,Moderate,Estate Planning,Premium
261,51,27,58,Medium,92407,1,Undergraduate,Working Professional,0,No,No,No,No,Yes,778,0,Moderate,Education Funding,Premium
262,42,16,111,High,93106,2,Professional,Self-Employed,251,Yes,No,No,Yes,No,858,0,Moderate,Estate Planning,Premium
263,49,23,33,Low,90245,1,Professional,Self-Employed,0,No,No,Yes,Yes,Yes,655,204,Moderate,Wealth Growth,Premium
264,27,1,74,Medium,92121,4,Graduate,Working Professional,112,No,No,No,Yes,Yes,568,0,Conservative,Estate Planning,Premium
265,45,19,38,Low,90840,2,Undergraduate,Working Professional,0,No,No,No,No,No,343,0,Moderate,Estate Planning,Basic
266,49,23,23,Low,94305,4,Professional,Self-Employed,98,No,Yes,No,No,No,364,54,Moderate,Wealth Growth,Basic
267,63,38,61,Medium,94720,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,725,0,Conservative,Education Funding,Premium
268,47,22,81,Medium,90504,1,Undergraduate,Working Professional,138,No,No,No,No,No,796,0,Moderate,Education Funding,Premium
269,64,39,129,High,94002,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,911,0,Conservative,Retirement,Premium
270,43,13,33,Low,95039,1,Professional,Self-Employed,0,No,No,No,No,No,590,0,Moderate,Tax Optimization,Premium
271,60,36,63,Medium,94063,4,Undergraduate,Working Professional,0,No,No,No,Yes,No,512,0,Moderate,Wealth Growth,Premium
272,40,14,70,Medium,94923,4,Graduate,Working Professional,0,No,No,No,Yes,No,463,0,Moderate,Estate Planning,Basic
273,29,3,45,Low,95023,4,Undergraduate,Working Professional,158,No,No,No,Yes,Yes,811,0,Conservative,Education Funding,Premium
274,41,16,65,Medium,90095,3,Professional,Self-Employed,0,No,No,No,Yes,No,804,0,Moderate,Wealth Growth,Premium
275,30,5,74,Medium,95616,4,Undergraduate,Working Professional,0,No,Yes,No,No,Yes,814,491,Aggressive,Wealth Growth,Premium
276,49,24,50,Low,94706,4,Professional,Self-Employed,0,No,Yes,No,No,No,413,384,Moderate,Education Funding,Basic
277,30,5,22,Low,90058,4,Professional,Self-Employed,109,No,No,No,Yes,No,676,0,Conservative,Wealth Growth,Premium
278,29,2,30,Low,92126,4,Professional,Self-Employed,0,No,No,No,No,No,426,0,Conservative,Retirement,Basic
279,50,26,21,Low,91125,4,Undergraduate,Working Professional,0,No,No,No,Yes,No,455,0,Moderate,Estate Planning,Basic
280,39,14,155,High,94577,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,1109,0,Conservative,Tax Optimization,Private
281,33,8,64,Medium,92121,4,Professional,Self-Employed,164,No,No,No,Yes,No,821,0,Conservative,Estate Planning,Premium
282,57,31,65,Medium,94118,4,Professional,Self-Employed,0,No,No,No,No,Yes,504,0,Moderate,Education Funding,Premium
283,34,9,71,Medium,91711,4,Professional,Self-Employed,0,No,No,No,Yes,No,690,0,Conservative,Education Funding,Premium
284,61,36,40,Low,90029,3,Graduate,Working Professional,0,No,Yes,No,Yes,No,457,383,Conservative,Retirement,Basic
285,44,19,69,Medium,92806,3,Professional,Self-Employed,0,No,No,No,Yes,No,414,0,Moderate,Wealth Growth,Basic
286,40,13,69,Medium,94305,3,Graduate,Working Professional,0,No,No,No,No,No,751,0,Moderate,Tax Optimization,Premium
287,51,25,45,Low,94806,3,Graduate,Working Professional,131,No,No,No,Yes,No,466,0,Moderate,Tax Optimization,Basic
288,37,12,62,Medium,92110,3,Graduate,Working Professional,0,No,No,No,No,Yes,743,0,Conservative,Education Funding,Premium
289,44,19,172,High,94306,2,Professional,Self-Employed,391,Yes,Yes,Yes,Yes,No,1417,308,Moderate,Wealth Growth,Private
290,42,15,24,Low,92121,,Graduate,Working Professional,0,No,No,No,Yes,Yes,202,0,Moderate,Retirement,Basic
291,51,25,80,Medium,92373,1,Undergraduate,Working Professional,0,No,No,No,No,No,480,0,Moderate,Retirement,Basic
292,43,16,8,Low,90089,3,Graduate,Working Professional,88,No,No,No,Yes,No,485,0,Moderate,Retirement,Basic
293,30,5,38,Low,94542,4,Undergraduate,Working Professional,129,No,No,No,Yes,Yes,389,0,Conservative,Wealth Growth,Basic
294,45,19,93,Medium,90095,4,Professional,Self-Employed,0,No,No,No,No,No,836,0,Moderate,Estate Planning,Premium
295,35,9,55,Medium,94536,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,483,0,Conservative,Wealth Growth,Basic
296,60,34,64,Medium,94304,2,Professional,Self-Employed,0,No,No,No,No,Yes,552,0,Moderate,Wealth Growth,Premium
297,34,9,122,High,90623,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,736,0,Conservative,Wealth Growth,Premium
298,55,25,70,Medium,93720,3,Professional,Self-Employed,0,No,No,No,Yes,No,457,0,Moderate,Education Funding,Basic
299,43,19,81,Medium,92069,2,Undergraduate,Working Professional,0,No,No,No,No,No,498,0,Moderate,Retirement,Basic
300,41,15,159,High,90057,1,Professional,Self-Employed,0,Yes,No,Yes,Yes,No,1231,288,Moderate,Education Funding,Private
301,34,9,70,Medium,92843,4,Undergraduate,Working Professional,0,No,Yes,No,No,No,840,458,Aggressive,Retirement,Premium
302,65,39,150,High,92120,2,Undergraduate,Retired,196,No,No,No,No,No,1242,0,Conservative,Education Funding,Private
303,45,21,152,High,94550,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,1063,0,Moderate,Wealth Growth,Private
304,49,25,195,High,95605,4,Undergraduate,Working Professional,617,Yes,No,No,No,No,1672,0,Moderate,Wealth Growth,Private
305,48,23,22,Low,90740,1,Undergraduate,Working Professional,0,No,No,No,No,No,198,0,Moderate,Retirement,Basic
306,60,35,22,Low,91207,1,Undergraduate,Working Professional,123,No,No,No,Yes,No,407,0,Moderate,Wealth Growth,Basic
307,55,29,79,Medium,92373,3,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,516,0,Moderate,Retirement,Premium
308,42,18,33,Low,90401,1,Professional,Self-Employed,0,No,No,No,Yes,No,507,0,Moderate,Retirement,Premium
309,32,8,128,High,94720,2,Undergraduate,Working Professional,0,No,No,Yes,Yes,Yes,799,80,Conservative,Education Funding,Premium
310,62,38,91,Medium,95929,1,Undergraduate,Working Professional,0,No,Yes,No,Yes,No,673,174,Conservative,Estate Planning,Premium
311,57,32,39,Low,90277,4,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,467,0,Moderate,Retirement,Basic
312,52,26,121,High,94550,1,Undergraduate,Working Professional,167,No,No,No,Yes,No,1239,0,Moderate,Estate Planning,Private
313,36,6,21,Low,91741,1,Professional,Self-Employed,0,No,Yes,No,Yes,No,342,392,Aggressive,Estate Planning,Basic
314,34,9,41,Low,93720,3,Undergraduate,Working Professional,0,No,No,No,No,Yes,407,0,Conservative,Estate Planning,Basic
315,63,37,45,Low,93437,2,Professional,Self-Employed,0,No,No,No,Yes,No,442,0,Conservative,Estate Planning,Basic
316,24,2,51,Medium,90630,3,Professional,Self-Employed,0,No,No,No,Yes,No,690,0,Conservative,Estate Planning,Premium
317,57,31,165,High,95054,1,Graduate,Working Professional,0,Yes,No,No,Yes,No,1073,0,Moderate,Wealth Growth,Private
318,40,16,119,High,91335,2,Graduate,Working Professional,0,Yes,No,No,Yes,No,826,0,Moderate,Wealth Growth,Premium
319,27,2,110,High,95670,4,Professional,Self-Employed,190,No,No,No,Yes,No,1000,0,Conservative,Wealth Growth,Premium
320,65,39,20,Low,90034,3,Graduate,Retired,0,No,No,No,No,Yes,352,0,Conservative,Tax Optimization,Basic
321,60,34,64,Medium,90266,1,Graduate,Working Professional,248,No,No,No,No,No,872,0,Moderate,Estate Planning,Premium
322,44,20,101,High,92717,3,Graduate,Working Professional,82,Yes,No,No,No,No,977,0,Moderate,Estate Planning,Premium
323,63,39,101,High,92007,1,Undergraduate,Working Professional,0,Yes,Yes,Yes,Yes,No,707,256,Conservative,Retirement,Premium
324,59,34,99,Medium,90034,1,Undergraduate,Working Professional,0,Yes,No,No,No,No,752,0,Moderate,Education Funding,Premium
325,56,30,158,High,90089,4,Undergraduate,Working Professional,0,Yes,No,No,No,No,1075,0,Moderate,Tax Optimization,Private
326,54,28,89,Medium,95039,1,Graduate,Working Professional,0,No,No,No,Yes,Yes,852,0,Moderate,Estate Planning,Premium
327,52,27,80,Medium,95616,1,Professional,Self-Employed,0,No,No,Yes,Yes,Yes,739,294,Moderate,Education Funding,Premium
328,58,32,114,High,91330,2,Undergraduate,Working Professional,402,No,No,No,Yes,No,1306,0,Moderate,Estate Planning,Private
329,60,35,49,Low,94110,3,Graduate,Working Professional,0,No,No,No,Yes,Yes,679,0,Moderate,Tax Optimization,Premium
330,28,4,191,High,90064,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,1165,0,Conservative,Tax Optimization,Private
331,54,30,78,Medium,92374,4,Graduate,Working Professional,0,No,No,No,Yes,No,759,0,Moderate,Wealth Growth,Premium
332,32,6,28,Low,94115,3,Undergraduate,Working Professional,0,No,No,No,No,No,348,0,Conservative,Estate Planning,Basic
333,59,33,42,Low,95630,1,Graduate,Working Professional,0,No,No,No,Yes,No,544,0,Moderate,Tax Optimization,Premium
334,63,38,140,High,92407,1,Undergraduate,Working Professional,0,No,No,No,No,No,1073,0,Conservative,Wealth Growth,Private
335,48,23,45,Low,95053,1,Graduate,Working Professional,0,No,No,No,Yes,No,585,0,Moderate,Estate Planning,Premium
336,56,32,122,High,95827,2,Undergraduate,Working Professional,360,No,No,Yes,Yes,Yes,1143,40,Moderate,Wealth Growth,Private
337,36,12,65,Medium,95051,3,Graduate,Working Professional,0,No,No,No,Yes,No,674,0,Conservative,Education Funding,Premium
338,57,27,68,Medium,94117,1,Professional,Self-Employed,0,No,No,No,Yes,No,789,0,Moderate,Wealth Growth,Premium
339,29,3,153,High,93657,2,Undergraduate,Working Professional,392,No,No,No,No,No,1263,0,Conservative,Estate Planning,Private
340,39,13,89,Medium,92110,4,Graduate,Working Professional,0,No,No,No,No,No,691,0,Conservative,Estate Planning,Premium
341,59,34,91,Medium,93524,1,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,644,0,Moderate,Education Funding,Premium
342,31,6,55,Medium,92038,4,Graduate,Working Professional,185,No,No,No,Yes,No,556,0,Conservative,Estate Planning,Premium
343,43,19,118,High,91304,2,Undergraduate,Working Professional,0,No,No,No,No,Yes,946,0,Moderate,Estate Planning,Premium
344,35,5,22,Low,93407,1,Professional,Self-Employed,103,No,No,No,No,No,431,0,Conservative,Tax Optimization,Basic
345,54,24,63,Medium,92606,3,Professional,Self-Employed,138,No,No,No,Yes,Yes,809,0,Moderate,Wealth Growth,Premium
346,51,27,12,Low,92192,4,Graduate,Working Professional,78,No,Yes,No,Yes,No,482,58,Moderate,Wealth Growth,Basic
347,44,19,50,Low,90745,3,Graduate,Working Professional,0,No,No,No,Yes,No,590,0,Moderate,Wealth Growth,Premium
348,25,0,43,Low,94305,2,Professional,Self-Employed,0,No,Yes,Yes,Yes,Yes,700,687,Aggressive,Retirement,Premium
349,40,15,173,High,95060,4,Undergraduate,Working Professional,0,Yes,No,Yes,Yes,Yes,1105,56,Moderate,Tax Optimization,Private
350,26,2,60,Medium,93407,2,Undergraduate,Working Professional,132,Yes,No,No,No,No,916,0,Conservative,Retirement,Premium
351,39,14,113,High,94301,1,Professional,Self-Employed,0,No,Yes,No,Yes,No,1057,226,Aggressive,Education Funding,Private
352,28,4,155,High,92182,4,Graduate,Working Professional,0,Yes,No,No,Yes,No,1199,0,Conservative,Education Funding,Private
353,52,28,91,Medium,92692,4,Graduate,Working Professional,0,No,No,No,No,Yes,902,0,Moderate,Retirement,Premium
354,53,29,55,Medium,95818,4,Graduate,Working Professional,0,No,No,No,Yes,No,711,0,Moderate,Education Funding,Premium
355,44,20,173,High,90277,2,Undergraduate,Working Professional,419,No,No,No,Yes,No,1515,0,Moderate,Retirement,Private
356,43,19,71,Medium,92101,3,Professional,Self-Employed,0,No,No,No,No,Yes,745,0,Moderate,Estate Planning,Premium
357,56,30,24,Low,94704,2,Professional,Self-Employed,88,No,No,No,No,No,393,0,Moderate,Education Funding,Basic
358,38,14,42,Low,94610,1,Graduate,Working Professional,81,No,No,No,Yes,No,350,0,Conservative,Education Funding,Basic
359,30,6,141,High,94539,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,897,0,Conservative,Tax Optimization,Premium
360,32,6,32,Low,93106,1,Professional,Self-Employed,0,No,No,No,Yes,No,583,0,Conservative,Retirement,Premium
361,35,10,55,Medium,94539,4,Undergraduate,Working Professional,0,No,No,No,No,No,497,0,Conservative,Tax Optimization,Basic
362,43,19,153,High,90254,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,1177,0,Moderate,Wealth Growth,Private
363,58,32,113,High,94590,2,Undergraduate,Working Professional,270,No,No,No,No,Yes,1260,0,Moderate,Retirement,Private
364,25,0,30,Low,92691,2,Graduate,Working Professional,0,No,No,No,No,No,399,0,Conservative,Estate Planning,Basic
365,54,24,29,Low,92028,3,Professional,Self-Employed,148,No,No,No,No,Yes,551,0,Moderate,Education Funding,Premium
366,57,32,174,High,90089,1,Graduate,Working Professional,466,Yes,No,No,Yes,No,1601,0,Moderate,Retirement,Private
367,50,24,35,Low,92717,1,Professional,Self-Employed,0,No,No,No,Yes,No,330,0,Moderate,Wealth Growth,Basic
368,32,8,98,Medium,95054,2,Graduate,Working Professional,175,No,No,No,Yes,No,891,0,Conservative,Education Funding,Premium
369,63,37,30,Low,92054,2,Professional,Self-Employed,159,No,No,No,Yes,No,726,0,Conservative,Wealth Growth,Premium
370,31,6,58,Medium,95051,2,Undergraduate,Working Professional,0,No,No,No,No,Yes,709,0,Conservative,Estate Planning,Premium
371,36,12,25,Low,92101,4,Undergraduate,Working Professional,147,No,No,No,No,No,714,0,Conservative,Estate Planning,Premium
372,58,34,19,Low,92029,4,Undergraduate,Working Professional,0,No,No,No,No,No,428,0,Moderate,Tax Optimization,Basic
373,56,30,44,Low,93105,4,Graduate,Working Professional,174,No,No,No,Yes,No,784,0,Moderate,Retirement,Premium
374,49,25,20,Low,90291,4,Undergraduate,Working Professional,111,No,No,No,Yes,Yes,269,0,Moderate,Retirement,Basic
375,30,5,98,Medium,91941,2,Undergraduate,Working Professional,220,No,No,No,Yes,No,1142,0,Conservative,Retirement,Private
376,33,7,90,Medium,92346,3,Undergraduate,Working Professional,0,No,No,No,Yes,No,632,0,Conservative,Estate Planning,Premium
377,45,21,61,Medium,94304,3,Undergraduate,Working Professional,0,No,No,No,No,No,721,0,Moderate,Wealth Growth,Premium
378,30,5,40,Low,94402,4,Graduate,Working Professional,0,No,No,No,Yes,No,374,0,Conservative,Tax Optimization,Basic
379,47,23,38,Low,94618,2,Professional,Self-Employed,0,No,No,No,No,No,319,0,Moderate,Tax Optimization,Basic
380,25,0,28,Low,92093,2,Graduate,Working Professional,0,No,No,No,No,No,478,0,Conservative,Education Funding,Basic
381,63,33,34,Low,94305,1,Professional,Self-Employed,0,No,No,No,Yes,Yes,508,0,Conservative,Tax Optimization,Premium
382,55,29,73,Medium,95616,2,Professional,Self-Employed,0,No,No,No,Yes,Yes,666,0,Moderate,Wealth Growth,Premium
383,65,41,133,High,94904,4,Undergraduate,Retired,0,Yes,No,No,No,Yes,1028,0,Conservative,Tax Optimization,Private
384,44,18,53,Medium,94608,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,389,0,Moderate,Tax Optimization,Basic
385,51,25,21,Low,9307,4,Professional,Self-Employed,0,No,No,No,Yes,Yes,562,0,Moderate,Estate Planning,Premium
